Order_ID,Order_Date,Category,Product,Unit_Price,Quantity,Total_Price,Discount_Percent,Discount_Amount,Final_Price,Customer_Segment,Region,Payment_Method,Shipping_Method
ORD10951,2024-03-03,Home & Kitchen,Bed Sheets,107.93,1,107.93,0.0,0.0,107.93,Regular,East,Credit Card,Same Day
ORD10952,2024-03-03,Electronics,Headphones,608.86,1,608.86,24.5,149.17,459.69,New,East,Credit Card,Express
ORD10953,2024-03-03,Books,Magazine,31.29,2,62.58,0.0,0.0,62.58,Regular,East,UPI,Standard
ORD10954,2024-03-03,Electronics,Smartphone,318.85,1,318.85,0.0,0.0,318.85,New,East,Credit Card,Standard
ORD10955,2024-03-03,Electronics,Tablet,689.11,3,2067.33,25.9,535.44,1531.89,Regular,East,Credit Card,Standard
ORD10956,2024-03-03,Books,Comic Book,5.57,1,5.57,0.0,0.0,5.57,Regular,East,UPI,Standard
ORD10957,2024-03-03,Electronics,Smartphone,56.32,2,112.64,19.6,22.08,90.56,Regular,North,Credit Card,Standard
ORD10958,2024-03-03,Clothing,T-Shirt,138.41,1,138.41,0.0,0.0,138.41,Regular,North,Credit Card,Standard
ORD10959,2024-03-03,Electronics,Smartphone,303.24,1,303.24,0.0,0.0,303.24,Regular,East,Debit Card,Standard
ORD10960,2024-03-03,Home & Kitchen,Bed Sheets,122.22,2,244.44,0.0,0.0,244.44,Premium,East,UPI,Express
ORD10961,2024-03-03,Home & Kitchen,Coffee Maker,61.37,1,61.37,0.0,0.0,61.37,Regular,North,UPI,Standard
ORD10962,2024-03-03,Electronics,Smartwatch,1252.31,1,1252.31,0.0,0.0,1252.31,Premium,South,Credit Card,Express
ORD10963,2024-03-03,Electronics,Laptop,58.6,1,58.6,0.0,0.0,58.6,New,South,Credit Card,Standard
ORD10964,2024-03-03,Electronics,Smartphone,983.15,1,983.15,0.0,0.0,983.15,New,South,Credit Card,Standard
ORD10965,2024-03-03,Sports,Bicycle,433.33,1,433.33,0.0,0.0,433.33,New,North,Debit Card,Standard
ORD10966,2024-03-03,Electronics,Smartwatch,1318.93,1,1318.93,21.0,276.98,1041.95,Premium,North,Credit Card,Express
ORD10967,2024-03-03,Books,Magazine,30.06,1,30.06,19.9,5.98,24.08,Premium,East,Debit Card,Standard
ORD10968,2024-03-03,Clothing,Dress,73.0,1,73.0,0.0,0.0,73.0,Regular,East,UPI,Standard
ORD10969,2024-03-03,Home & Kitchen,Blender,174.96,1,174.96,0.0,0.0,174.96,Premium,South,Cash on Delivery,Express
ORD10970,2024-03-03,Clothing,Jacket,106.77,1,106.77,0.0,0.0,106.77,Premium,North,Cash on Delivery,Express
ORD10971,2024-03-03,Home & Kitchen,Cookware Set,31.54,1,31.54,0.0,0.0,31.54,Premium,West,Debit Card,Standard
ORD10972,2024-03-03,Electronics,Smartwatch,890.33,1,890.33,7.6,67.67,822.66,Regular,North,Credit Card,Standard
ORD10973,2024-03-04,Sports,Tennis Racket,332.88,1,332.88,0.0,0.0,332.88,New,South,Credit Card,Standard
ORD10974,2024-03-04,Home & Kitchen,Cookware Set,31.62,1,31.62,0.0,0.0,31.62,Regular,East,Credit Card,Standard
ORD10975,2024-03-04,Home & Kitchen,Cookware Set,197.55,3,592.65,0.0,0.0,592.65,Regular,South,Debit Card,Standard
ORD10976,2024-03-04,Home & Kitchen,Cookware Set,179.97,2,359.94,0.0,0.0,359.94,Premium,West,Debit Card,Standard
ORD10977,2024-03-04,Home & Kitchen,Coffee Maker,120.18,2,240.36,0.0,0.0,240.36,Premium,North,Debit Card,Same Day
ORD10978,2024-03-04,Books,Non-Fiction,17.43,2,34.86,21.5,7.49,27.37,Regular,West,Credit Card,Standard
ORD10979,2024-03-04,Sports,Dumbbells,394.25,1,394.25,0.0,0.0,394.25,Premium,North,Credit Card,Standard
ORD10980,2024-03-04,Books,Non-Fiction,38.01,1,38.01,7.6,2.89,35.12,New,West,Credit Card,Standard
ORD10981,2024-03-04,Home & Kitchen,Cookware Set,264.19,1,264.19,0.0,0.0,264.19,Regular,West,Debit Card,Standard
ORD10982,2024-03-04,Clothing,Jeans,40.43,1,40.43,0.0,0.0,40.43,New,East,Debit Card,Standard
ORD10983,2024-03-04,Books,Comic Book,29.3,1,29.3,0.0,0.0,29.3,Regular,South,UPI,Same Day
ORD10984,2024-03-04,Sports,Dumbbells,204.89,1,204.89,0.0,0.0,204.89,New,West,UPI,Express
ORD10985,2024-03-04,Books,Comic Book,16.25,1,16.25,0.0,0.0,16.25,Premium,East,Credit Card,Standard
ORD10986,2024-03-04,Home & Kitchen,Cookware Set,120.77,2,241.54,0.0,0.0,241.54,Premium,East,Credit Card,Standard
ORD10987,2024-03-04,Clothing,T-Shirt,23.5,1,23.5,0.0,0.0,23.5,Premium,North,UPI,Express
ORD10988,2024-03-04,Clothing,Dress,140.91,1,140.91,0.0,0.0,140.91,Premium,South,Cash on Delivery,Express
ORD10989,2024-03-05,Clothing,Sneakers,82.03,1,82.03,0.0,0.0,82.03,Premium,South,Credit Card,Standard
ORD10990,2024-03-05,Electronics,Headphones,951.65,1,951.65,9.8,93.26,858.39,Premium,East,Cash on Delivery,Standard
ORD10991,2024-03-05,Electronics,Smartphone,1030.41,1,1030.41,0.0,0.0,1030.41,Premium,East,Credit Card,Same Day
ORD10992,2024-03-05,Sports,Running Shoes,281.75,1,281.75,17.6,49.59,232.16,Regular,North,UPI,Standard
ORD10993,2024-03-05,Clothing,Sneakers,95.9,1,95.9,0.0,0.0,95.9,New,North,Debit Card,Express
ORD10994,2024-03-05,Home & Kitchen,Cookware Set,175.36,1,175.36,0.0,0.0,175.36,Regular,East,Debit Card,Standard
ORD10995,2024-03-06,Electronics,Smartwatch,970.08,1,970.08,0.0,0.0,970.08,Regular,North,UPI,Standard
ORD10996,2024-03-06,Home & Kitchen,Bed Sheets,91.7,1,91.7,0.0,0.0,91.7,Regular,East,Credit Card,Standard
ORD10997,2024-03-06,Electronics,Tablet,195.77,1,195.77,0.0,0.0,195.77,Premium,South,UPI,Express
ORD10998,2024-03-06,Home & Kitchen,Blender,145.43,1,145.43,0.0,0.0,145.43,Regular,South,UPI,Standard
ORD10999,2024-03-06,Sports,Bicycle,387.7,1,387.7,0.0,0.0,387.7,Regular,North,UPI,Standard
ORD11000,2024-03-06,Home & Kitchen,Vacuum Cleaner,112.62,1,112.62,0.0,0.0,112.62,Premium,East,Debit Card,Same Day
ORD11001,2024-03-06,Electronics,Smartwatch,1149.69,1,1149.69,0.0,0.0,1149.69,Regular,West,Cash on Delivery,Express
ORD11002,2024-03-06,Sports,Bicycle,261.56,1,261.56,0.0,0.0,261.56,New,West,UPI,Express
ORD11003,2024-03-06,Home & Kitchen,Bed Sheets,242.66,2,485.32,0.0,0.0,485.32,Regular,East,Debit Card,Express
ORD11004,2024-03-06,Electronics,Headphones,1417.97,1,1417.97,0.0,0.0,1417.97,Regular,South,UPI,Standard
ORD11005,2024-03-06,Electronics,Smartphone,765.62,1,765.62,0.0,0.0,765.62,Regular,North,Credit Card,Express
ORD11006,2024-03-06,Sports,Bicycle,251.58,1,251.58,0.0,0.0,251.58,New,South,Credit Card,Express
ORD11007,2024-03-06,Sports,Tennis Racket,99.34,2,198.68,0.0,0.0,198.68,Premium,North,Credit Card,Express
ORD11008,2024-03-06,Books,Textbook,28.86,1,28.86,0.0,0.0,28.86,Regular,East,Credit Card,Standard
ORD11009,2024-03-07,Clothing,Dress,134.37,1,134.37,0.0,0.0,134.37,Regular,North,UPI,Express
ORD11010,2024-03-07,Clothing,Jacket,30.17,1,30.17,0.0,0.0,30.17,New,North,Credit Card,Express
ORD11011,2024-03-07,Electronics,Smartphone,1045.81,1,1045.81,0.0,0.0,1045.81,New,South,Credit Card,Standard
ORD11012,2024-03-07,Home & Kitchen,Cookware Set,241.58,1,241.58,11.2,27.06,214.52,Premium,North,Credit Card,Express
ORD11013,2024-03-07,Books,Textbook,44.43,1,44.43,0.0,0.0,44.43,Regular,South,Debit Card,Standard
ORD11014,2024-03-07,Sports,Tennis Racket,335.75,1,335.75,0.0,0.0,335.75,Regular,East,UPI,Standard
ORD11015,2024-03-07,Clothing,Jacket,87.85,1,87.85,12.8,11.24,76.61,Premium,South,Credit Card,Express
ORD11016,2024-03-07,Electronics,Laptop,825.46,1,825.46,16.7,137.85,687.61,Premium,North,UPI,Express
ORD11017,2024-03-08,Electronics,Headphones,1166.69,1,1166.69,0.0,0.0,1166.69,New,North,Credit Card,Express
ORD11018,2024-03-08,Sports,Yoga Mat,390.82,1,390.82,22.5,87.93,302.89,New,South,UPI,Express
ORD11019,2024-03-08,Clothing,T-Shirt,50.51,1,50.51,0.0,0.0,50.51,Premium,North,Credit Card,Standard
ORD11020,2024-03-08,Books,Comic Book,5.64,1,5.64,0.0,0.0,5.64,Premium,North,Credit Card,Express
ORD11021,2024-03-08,Clothing,Jacket,62.92,1,62.92,21.5,13.53,49.39,Premium,West,Credit Card,Same Day
ORD11022,2024-03-08,Clothing,Sneakers,80.75,1,80.75,0.0,0.0,80.75,New,West,Cash on Delivery,Standard
ORD11023,2024-03-08,Home & Kitchen,Coffee Maker,77.96,2,155.92,7.8,12.16,143.76,New,West,UPI,Standard
ORD11024,2024-03-08,Clothing,Jeans,16.05,1,16.05,0.0,0.0,16.05,Regular,North,Credit Card,Standard
ORD11025,2024-03-08,Home & Kitchen,Bed Sheets,32.15,1,32.15,0.0,0.0,32.15,Regular,East,Debit Card,Standard
ORD11026,2024-03-08,Sports,Bicycle,311.65,1,311.65,5.6,17.45,294.2,New,West,Debit Card,Same Day
ORD11027,2024-03-08,Electronics,Headphones,282.45,1,282.45,16.7,47.17,235.28,Premium,North,UPI,Express
ORD11028,2024-03-08,Books,Fiction Novel,14.79,1,14.79,0.0,0.0,14.79,Regular,West,UPI,Standard
ORD11029,2024-03-08,Home & Kitchen,Bed Sheets,46.45,3,139.35,0.0,0.0,139.35,New,North,Cash on Delivery,Standard
ORD11030,2024-03-08,Clothing,Jacket,96.56,1,96.56,0.0,0.0,96.56,Premium,North,Credit Card,Standard
ORD11031,2024-03-08,Books,Non-Fiction,6.98,1,6.98,0.0,0.0,6.98,Regular,South,UPI,Standard
ORD11032,2024-03-08,Clothing,Jeans,101.06,1,101.06,0.0,0.0,101.06,New,North,Debit Card,Express
ORD11033,2024-03-08,Sports,Yoga Mat,348.44,1,348.44,0.0,0.0,348.44,Regular,South,UPI,Express
ORD11034,2024-03-08,Sports,Dumbbells,437.18,1,437.18,11.3,49.4,387.78,Regular,East,Debit Card,Express
ORD11035,2024-03-09,Electronics,Smartwatch,637.84,1,637.84,0.0,0.0,637.84,Regular,North,Debit Card,Standard
ORD11036,2024-03-09,Home & Kitchen,Cookware Set,162.86,1,162.86,0.0,0.0,162.86,Premium,South,Credit Card,Standard
ORD11037,2024-03-09,Clothing,Jacket,68.8,1,68.8,0.0,0.0,68.8,Premium,North,Credit Card,Express
ORD11038,2024-03-09,Sports,Tennis Racket,129.48,1,129.48,0.0,0.0,129.48,New,South,Debit Card,Standard
ORD11039,2024-03-09,Sports,Bicycle,347.07,2,694.14,0.0,0.0,694.14,Premium,North,Debit Card,Standard
ORD11040,2024-03-09,Books,Textbook,30.32,1,30.32,0.0,0.0,30.32,Regular,North,Cash on Delivery,Same Day
ORD11041,2024-03-09,Books,Non-Fiction,34.92,1,34.92,17.1,5.97,28.95,Regular,West,Credit Card,Standard
ORD11042,2024-03-09,Home & Kitchen,Blender,46.17,1,46.17,0.0,0.0,46.17,Regular,South,UPI,Same Day
ORD11043,2024-03-09,Home & Kitchen,Coffee Maker,65.33,1,65.33,21.0,13.72,51.61,Regular,South,Debit Card,Same Day
ORD11044,2024-03-09,Sports,Bicycle,206.17,1,206.17,0.0,0.0,206.17,Regular,East,Credit Card,Standard
ORD11045,2024-03-09,Home & Kitchen,Cookware Set,181.77,1,181.77,17.8,32.36,149.41,Premium,East,Debit Card,Standard
ORD11046,2024-03-09,Home & Kitchen,Bed Sheets,112.1,1,112.1,0.0,0.0,112.1,Regular,South,UPI,Standard
ORD11047,2024-03-09,Clothing,Jacket,16.36,1,16.36,27.5,4.5,11.86,Regular,East,Credit Card,Express
ORD11048,2024-03-09,Home & Kitchen,Vacuum Cleaner,168.96,1,168.96,0.0,0.0,168.96,Premium,North,UPI,Express
ORD11049,2024-03-09,Electronics,Tablet,703.81,1,703.81,17.0,119.65,584.16,Premium,North,UPI,Standard
ORD11050,2024-03-09,Home & Kitchen,Cookware Set,225.49,1,225.49,0.0,0.0,225.49,Premium,East,Credit Card,Standard
ORD11051,2024-03-09,Clothing,Dress,145.43,1,145.43,0.0,0.0,145.43,Regular,North,Credit Card,Standard
ORD11052,2024-03-09,Home & Kitchen,Cookware Set,228.95,1,228.95,5.8,13.28,215.67,Premium,North,Credit Card,Express
ORD11053,2024-03-09,Sports,Yoga Mat,417.59,1,417.59,0.0,0.0,417.59,Regular,East,UPI,Same Day
ORD11054,2024-03-09,Home & Kitchen,Blender,157.72,1,157.72,19.4,30.6,127.12,Regular,North,Credit Card,Same Day
ORD11055,2024-03-10,Sports,Yoga Mat,485.72,2,971.44,0.0,0.0,971.44,New,North,UPI,Express
ORD11056,2024-03-10,Electronics,Smartphone,1242.82,1,1242.82,0.0,0.0,1242.82,Regular,East,Debit Card,Standard
ORD11057,2024-03-10,Electronics,Tablet,942.33,1,942.33,0.0,0.0,942.33,Regular,East,Cash on Delivery,Standard
ORD11058,2024-03-10,Electronics,Headphones,97.93,1,97.93,0.0,0.0,97.93,Regular,East,Debit Card,Standard
ORD11059,2024-03-10,Books,Comic Book,46.66,1,46.66,21.9,10.22,36.44,Regular,West,UPI,Standard
ORD11060,2024-03-10,Home & Kitchen,Blender,105.35,1,105.35,7.1,7.48,97.87,Premium,North,Credit Card,Express
ORD11061,2024-03-10,Clothing,Dress,109.07,1,109.07,0.0,0.0,109.07,Regular,South,Debit Card,Express
ORD11062,2024-03-10,Books,Textbook,49.1,1,49.1,23.0,11.29,37.81,Premium,South,Debit Card,Standard
ORD11063,2024-03-10,Home & Kitchen,Cookware Set,34.01,1,34.01,0.0,0.0,34.01,Premium,South,Credit Card,Same Day
ORD11064,2024-03-10,Clothing,Jeans,110.88,1,110.88,0.0,0.0,110.88,Regular,West,Debit Card,Standard
ORD11065,2024-03-10,Home & Kitchen,Blender,35.61,1,35.61,0.0,0.0,35.61,New,South,Credit Card,Standard
ORD11066,2024-03-10,Electronics,Smartwatch,581.42,1,581.42,0.0,0.0,581.42,Premium,West,UPI,Express
ORD11067,2024-03-10,Electronics,Smartwatch,303.15,1,303.15,6.5,19.7,283.45,Premium,North,Credit Card,Standard
ORD11068,2024-03-10,Clothing,T-Shirt,114.14,1,114.14,0.0,0.0,114.14,New,East,Cash on Delivery,Standard
ORD11069,2024-03-10,Clothing,Sneakers,39.35,1,39.35,0.0,0.0,39.35,Regular,North,Cash on Delivery,Express
ORD11070,2024-03-10,Books,Magazine,37.3,1,37.3,19.0,7.09,30.21,New,North,Credit Card,Standard
ORD11071,2024-03-10,Sports,Tennis Racket,424.03,1,424.03,20.2,85.65,338.38,Regular,North,Credit Card,Same Day
ORD11072,2024-03-10,Home & Kitchen,Blender,93.91,2,187.82,18.0,33.81,154.01,Regular,West,Credit Card,Standard
ORD11073,2024-03-10,Home & Kitchen,Vacuum Cleaner,45.72,1,45.72,10.7,4.89,40.83,New,West,UPI,Express
ORD11074,2024-03-11,Electronics,Smartphone,735.55,1,735.55,21.5,158.14,577.41,New,East,Cash on Delivery,Standard
ORD11075,2024-03-11,Clothing,Dress,33.2,2,66.4,0.0,0.0,66.4,Regular,East,Cash on Delivery,Standard
ORD11076,2024-03-11,Books,Comic Book,19.33,1,19.33,0.0,0.0,19.33,New,East,Cash on Delivery,Express
ORD11077,2024-03-11,Sports,Running Shoes,287.07,1,287.07,0.0,0.0,287.07,Regular,East,Credit Card,Standard
ORD11078,2024-03-11,Sports,Yoga Mat,227.19,1,227.19,0.0,0.0,227.19,Regular,West,Cash on Delivery,Express
ORD11079,2024-03-11,Home & Kitchen,Bed Sheets,142.89,2,285.78,0.0,0.0,285.78,Premium,North,Debit Card,Express
ORD11080,2024-03-11,Electronics,Headphones,521.44,1,521.44,0.0,0.0,521.44,New,North,UPI,Express
ORD11081,2024-03-11,Clothing,Sneakers,39.29,2,78.58,0.0,0.0,78.58,Premium,West,Credit Card,Same Day
ORD11082,2024-03-11,Electronics,Laptop,1334.81,1,1334.81,11.0,146.83,1187.98,New,South,Debit Card,Standard
ORD11083,2024-03-11,Electronics,Smartphone,306.71,1,306.71,0.0,0.0,306.71,New,North,UPI,Standard
ORD11084,2024-03-11,Sports,Tennis Racket,109.12,1,109.12,0.0,0.0,109.12,Premium,West,UPI,Same Day
ORD11085,2024-03-11,Electronics,Smartwatch,472.7,1,472.7,0.0,0.0,472.7,Regular,West,Credit Card,Standard
ORD11086,2024-03-12,Books,Textbook,10.25,1,10.25,0.0,0.0,10.25,Regular,East,UPI,Express
ORD11087,2024-03-12,Home & Kitchen,Bed Sheets,166.98,1,166.98,0.0,0.0,166.98,Regular,East,Debit Card,Standard
ORD11088,2024-03-12,Electronics,Smartwatch,932.38,1,932.38,0.0,0.0,932.38,Regular,North,UPI,Express
ORD11089,2024-03-12,Sports,Bicycle,405.61,1,405.61,0.0,0.0,405.61,Regular,West,Credit Card,Standard
ORD11090,2024-03-12,Electronics,Laptop,1367.79,1,1367.79,20.5,280.4,1087.39,Regular,East,UPI,Standard
ORD11091,2024-03-12,Electronics,Laptop,992.86,1,992.86,0.0,0.0,992.86,Regular,South,Cash on Delivery,Same Day
ORD11092,2024-03-12,Clothing,T-Shirt,47.56,1,47.56,0.0,0.0,47.56,New,East,Cash on Delivery,Standard
ORD11093,2024-03-12,Electronics,Tablet,835.31,1,835.31,20.6,172.07,663.24,Premium,South,Debit Card,Standard
ORD11094,2024-03-12,Clothing,T-Shirt,28.84,1,28.84,0.0,0.0,28.84,Regular,East,Credit Card,Standard
ORD11095,2024-03-12,Books,Magazine,11.55,1,11.55,16.0,1.85,9.7,Regular,East,Debit Card,Standard
ORD11096,2024-03-12,Electronics,Tablet,70.98,1,70.98,0.0,0.0,70.98,Premium,East,Debit Card,Standard
ORD11097,2024-03-12,Sports,Running Shoes,191.37,1,191.37,0.0,0.0,191.37,New,West,UPI,Express
ORD11098,2024-03-12,Electronics,Smartwatch,456.31,1,456.31,0.0,0.0,456.31,Premium,South,Credit Card,Standard
ORD11099,2024-03-12,Sports,Running Shoes,407.13,1,407.13,0.0,0.0,407.13,Regular,South,Credit Card,Express
ORD11100,2024-03-12,Clothing,T-Shirt,85.05,1,85.05,0.0,0.0,85.05,Premium,North,Credit Card,Standard
ORD11101,2024-03-12,Clothing,Jeans,106.71,1,106.71,0.0,0.0,106.71,Regular,South,UPI,Standard
ORD11102,2024-03-12,Sports,Yoga Mat,76.75,1,76.75,0.0,0.0,76.75,Regular,North,UPI,Standard
ORD11103,2024-03-12,Books,Magazine,35.02,1,35.02,0.0,0.0,35.02,Premium,East,Credit Card,Express
ORD11104,2024-03-13,Sports,Tennis Racket,325.84,1,325.84,0.0,0.0,325.84,Regular,South,UPI,Express
ORD11105,2024-03-13,Sports,Bicycle,315.03,1,315.03,0.0,0.0,315.03,Premium,North,UPI,Express
ORD11106,2024-03-13,Clothing,Dress,88.66,1,88.66,0.0,0.0,88.66,Premium,North,Credit Card,Standard
ORD11107,2024-03-13,Sports,Tennis Racket,231.35,2,462.7,0.0,0.0,462.7,Regular,South,Debit Card,Standard
ORD11108,2024-03-13,Clothing,Sneakers,60.42,1,60.42,0.0,0.0,60.42,Premium,North,UPI,Standard
ORD11109,2024-03-13,Sports,Bicycle,133.93,1,133.93,0.0,0.0,133.93,Regular,West,Credit Card,Standard
ORD11110,2024-03-13,Sports,Tennis Racket,142.82,1,142.82,0.0,0.0,142.82,Premium,East,Cash on Delivery,Standard
ORD11111,2024-03-13,Sports,Dumbbells,161.97,1,161.97,0.0,0.0,161.97,Regular,South,Cash on Delivery,Standard
ORD11112,2024-03-13,Home & Kitchen,Bed Sheets,33.6,1,33.6,0.0,0.0,33.6,New,East,Cash on Delivery,Standard
ORD11113,2024-03-13,Books,Fiction Novel,9.87,1,9.87,12.9,1.27,8.6,Regular,East,Credit Card,Standard
ORD11114,2024-03-13,Books,Non-Fiction,41.94,1,41.94,0.0,0.0,41.94,Premium,North,Credit Card,Express
ORD11115,2024-03-13,Clothing,Jeans,49.91,1,49.91,0.0,0.0,49.91,New,North,Cash on Delivery,Standard
ORD11116,2024-03-14,Clothing,Dress,41.03,1,41.03,0.0,0.0,41.03,New,South,Debit Card,Standard
ORD11117,2024-03-14,Clothing,Dress,49.19,2,98.38,17.3,17.02,81.36,Regular,North,Credit Card,Standard
ORD11118,2024-03-14,Sports,Running Shoes,294.18,1,294.18,0.0,0.0,294.18,Premium,North,UPI,Standard
ORD11119,2024-03-14,Clothing,Jeans,91.36,1,91.36,0.0,0.0,91.36,Premium,West,Debit Card,Standard
ORD11120,2024-03-14,Home & Kitchen,Blender,168.78,1,168.78,0.0,0.0,168.78,Regular,East,Debit Card,Standard
ORD11121,2024-03-14,Books,Comic Book,38.37,1,38.37,0.0,0.0,38.37,Regular,East,Debit Card,Standard
ORD11122,2024-03-14,Clothing,Sneakers,96.21,1,96.21,0.0,0.0,96.21,Regular,West,Debit Card,Standard
ORD11123,2024-03-14,Home & Kitchen,Blender,163.66,1,163.66,0.0,0.0,163.66,Premium,East,UPI,Standard
ORD11124,2024-03-14,Sports,Tennis Racket,414.36,1,414.36,0.0,0.0,414.36,Regular,East,Credit Card,Standard
ORD11125,2024-03-14,Home & Kitchen,Bed Sheets,34.34,1,34.34,12.0,4.12,30.22,Premium,East,Debit Card,Standard
ORD11126,2024-03-14,Electronics,Headphones,985.26,1,985.26,0.0,0.0,985.26,New,East,Credit Card,Standard
ORD11127,2024-03-14,Home & Kitchen,Cookware Set,86.45,1,86.45,0.0,0.0,86.45,New,West,UPI,Standard
ORD11128,2024-03-14,Home & Kitchen,Vacuum Cleaner,96.93,1,96.93,0.0,0.0,96.93,Premium,North,Credit Card,Standard
ORD11129,2024-03-14,Sports,Running Shoes,420.49,1,420.49,0.0,0.0,420.49,Regular,East,Debit Card,Same Day
ORD11130,2024-03-14,Clothing,Jeans,76.55,1,76.55,0.0,0.0,76.55,Premium,East,UPI,Same Day
ORD11131,2024-03-14,Books,Textbook,32.61,2,65.22,0.0,0.0,65.22,Regular,North,UPI,Standard
ORD11132,2024-03-14,Clothing,Jeans,76.99,1,76.99,0.0,0.0,76.99,Regular,North,Debit Card,Standard
ORD11133,2024-03-14,Sports,Tennis Racket,190.75,1,190.75,0.0,0.0,190.75,Regular,East,Debit Card,Standard
ORD11134,2024-03-14,Sports,Tennis Racket,112.1,1,112.1,0.0,0.0,112.1,New,South,Debit Card,Same Day
ORD11135,2024-03-14,Books,Magazine,23.66,1,23.66,0.0,0.0,23.66,Premium,North,UPI,Express
ORD11136,2024-03-14,Electronics,Headphones,63.06,1,63.06,0.0,0.0,63.06,Regular,East,Credit Card,Standard
ORD11137,2024-03-14,Clothing,Jacket,121.61,1,121.61,0.0,0.0,121.61,Regular,South,Credit Card,Express
ORD11138,2024-03-14,Sports,Bicycle,359.39,1,359.39,0.0,0.0,359.39,Regular,East,Credit Card,Standard
ORD11139,2024-03-14,Home & Kitchen,Coffee Maker,172.38,1,172.38,0.0,0.0,172.38,Premium,South,UPI,Express
ORD11140,2024-03-14,Clothing,Jeans,131.74,1,131.74,0.0,0.0,131.74,Premium,West,Credit Card,Standard
ORD11141,2024-03-15,Clothing,Dress,95.58,1,95.58,20.3,19.4,76.18,Regular,North,Debit Card,Standard
ORD11142,2024-03-15,Books,Comic Book,19.0,1,19.0,0.0,0.0,19.0,Premium,East,Debit Card,Standard
ORD11143,2024-03-15,Home & Kitchen,Vacuum Cleaner,181.2,1,181.2,0.0,0.0,181.2,Premium,South,Credit Card,Express
ORD11144,2024-03-15,Sports,Running Shoes,14.33,1,14.33,0.0,0.0,14.33,New,South,Cash on Delivery,Standard
ORD11145,2024-03-15,Clothing,Jeans,61.36,1,61.36,0.0,0.0,61.36,Regular,North,Credit Card,Standard
ORD11146,2024-03-15,Sports,Running Shoes,100.03,1,100.03,13.0,13.0,87.03,New,North,UPI,Standard
ORD11147,2024-03-15,Electronics,Tablet,957.48,1,957.48,0.0,0.0,957.48,Regular,West,UPI,Standard
ORD11148,2024-03-15,Electronics,Tablet,867.51,1,867.51,0.0,0.0,867.51,New,South,Credit Card,Same Day
ORD11149,2024-03-15,Sports,Bicycle,446.52,1,446.52,27.8,124.13,322.39,New,East,UPI,Standard
ORD11150,2024-03-15,Sports,Tennis Racket,185.24,1,185.24,0.0,0.0,185.24,Premium,West,Cash on Delivery,Express
ORD11151,2024-03-15,Home & Kitchen,Bed Sheets,166.91,1,166.91,0.0,0.0,166.91,Premium,North,Debit Card,Standard
ORD11152,2024-03-15,Clothing,Jacket,111.83,1,111.83,0.0,0.0,111.83,Regular,South,Debit Card,Standard
ORD11153,2024-03-15,Clothing,T-Shirt,78.49,1,78.49,0.0,0.0,78.49,New,South,Debit Card,Standard
ORD11154,2024-03-15,Home & Kitchen,Bed Sheets,70.63,1,70.63,0.0,0.0,70.63,Regular,East,UPI,Express
ORD11155,2024-03-15,Home & Kitchen,Cookware Set,138.35,1,138.35,0.0,0.0,138.35,Regular,North,Debit Card,Standard
ORD11156,2024-03-15,Books,Fiction Novel,13.17,1,13.17,0.0,0.0,13.17,Premium,West,UPI,Standard
ORD11157,2024-03-15,Home & Kitchen,Vacuum Cleaner,118.81,1,118.81,0.0,0.0,118.81,New,North,Debit Card,Standard
ORD11158,2024-03-15,Clothing,Sneakers,112.93,1,112.93,0.0,0.0,112.93,New,North,UPI,Express
ORD11159,2024-03-15,Home & Kitchen,Bed Sheets,57.34,1,57.34,0.0,0.0,57.34,Regular,North,Credit Card,Standard
ORD11160,2024-03-15,Sports,Dumbbells,366.64,1,366.64,0.0,0.0,366.64,Premium,South,UPI,Standard
ORD11161,2024-03-16,Electronics,Laptop,333.36,1,333.36,0.0,0.0,333.36,Regular,East,Credit Card,Standard
ORD11162,2024-03-16,Books,Non-Fiction,12.45,1,12.45,0.0,0.0,12.45,Premium,West,Debit Card,Standard
ORD11163,2024-03-16,Electronics,Smartphone,578.09,1,578.09,24.4,141.05,437.04,Premium,South,Credit Card,Standard
ORD11164,2024-03-16,Electronics,Smartwatch,1001.88,1,1001.88,0.0,0.0,1001.88,New,North,Debit Card,Standard
ORD11165,2024-03-16,Clothing,Sneakers,102.93,1,102.93,0.0,0.0,102.93,Premium,North,UPI,Standard
ORD11166,2024-03-16,Electronics,Smartwatch,1466.41,1,1466.41,0.0,0.0,1466.41,Regular,North,UPI,Standard
ORD11167,2024-03-16,Electronics,Laptop,768.81,1,768.81,0.0,0.0,768.81,Regular,West,Credit Card,Express
ORD11168,2024-03-16,Electronics,Tablet,343.58,2,687.16,10.5,72.15,615.01,Premium,West,UPI,Express
ORD11169,2024-03-16,Electronics,Smartwatch,1301.04,1,1301.04,21.8,283.63,1017.41,Regular,South,UPI,Express
ORD11170,2024-03-16,Clothing,Sneakers,118.09,1,118.09,0.0,0.0,118.09,Regular,West,Credit Card,Same Day
ORD11171,2024-03-16,Electronics,Tablet,290.69,1,290.69,0.0,0.0,290.69,Premium,East,Credit Card,Standard
ORD11172,2024-03-16,Clothing,Jacket,100.79,1,100.79,0.0,0.0,100.79,Premium,East,UPI,Standard
ORD11173,2024-03-16,Electronics,Laptop,1061.32,1,1061.32,8.0,84.91,976.41,Regular,West,UPI,Standard
ORD11174,2024-03-16,Clothing,Dress,89.11,1,89.11,15.0,13.37,75.74,Regular,East,Debit Card,Express
